연도,날짜,시간,경기,게임센터,하이라이트,TV,라디오,구장,비고
2019,,<b>18:00</b>,"<span>KT</span><em><span class=""win"">7</span><span>vs</span><span class=""lose"">1</span></em><span>키움</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190803&gameId=20190803KTWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190803&gameId=20190803KTWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,,고척,-
2019,,<b>18:00</b>,"<span>SK</span><em><span class=""win"">3</span><span>vs</span><span class=""lose"">0</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190803&gameId=20190803SKHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190803&gameId=20190803SKHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T<br />D-CMB,,대전,-
2019,08.04(일),<b>17:00</b>,"<span>삼성</span><em><span class=""win"">2</span><span>vs</span><span class=""lose"">1</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190804&gameId=20190804SSLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190804&gameId=20190804SSLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,T-R,잠실,-
2019,,<b>17:00</b>,"<span>NC</span><em><span class=""lose"">0</span><span>vs</span><span class=""win"">1</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190804&gameId=20190804NCHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190804&gameId=20190804NCHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T<br />G-CMB,KNN-R,광주,-
2019,,<b>17:00</b>,"<span>KT</span><em><span class=""win"">5</span><span>vs</span><span class=""lose"">3</span></em><span>키움</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190804&gameId=20190804KTWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190804&gameId=20190804KTWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,,고척,-
2019,,<b>17:00</b>,"<span>SK</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">8</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190804&gameId=20190804SKHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190804&gameId=20190804SKHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T<br />D-CMB,,대전,-
2019,,<b>18:00</b>,"<span>두산</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">9</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190804&gameId=20190804OBLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190804&gameId=20190804OBLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,KNN-R<br />PM-R,사직,-
2019,08.06(화),<b>18:30</b>,"<span>한화</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">8</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190806&gameId=20190806HHOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190806&gameId=20190806HHOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,,잠실,-
2019,,<b>18:30</b>,"<span>KT</span><em><span class=""win"">3</span><span>vs</span><span class=""lose"">0</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190806&gameId=20190806KTSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190806&gameId=20190806KTSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,문학,-
2019,,<b>18:30</b>,<span>삼성</span><em><span>vs</span></em><span>NC</span>,,,MS-T,T-R<br />KNN-R<br />GM-R,창원,우천취소
2019,,<b>18:30</b>,"<span>LG</span><em><span class=""win"">17</span><span>vs</span><span class=""lose"">4</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190806&gameId=20190806LGHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190806&gameId=20190806LGHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T<br />G-CMB,,광주,-
2019,,<b>18:30</b>,<span>키움</span><em><span>vs</span></em><span>롯데</span>,,,SS-T,KNN-R<br />PM-R,울산,우천취소
2019,08.07(수),<b>18:30</b>,"<span>한화</span><em><span class=""win"">7</span><span>vs</span><span class=""lose"">5</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190807&gameId=20190807HHOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190807&gameId=20190807HHOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,,잠실,-
2019,,<b>18:30</b>,"<span>KT</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">5</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190807&gameId=20190807KTSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190807&gameId=20190807KTSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,문학,-
2019,,<b>18:30</b>,"<span>삼성</span><em><span class=""lose"">1</span><span>vs</span><span class=""win"">2</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190807&gameId=20190807SSNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190807&gameId=20190807SSNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,T-R<br />KNN-R<br />GM-R,창원,-
2019,,<b>18:30</b>,"<span>LG</span><em><span class=""lose"">5</span><span>vs</span><span class=""win"">10</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190807&gameId=20190807LGHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190807&gameId=20190807LGHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T<br />G-CMB,,광주,-
2019,,<b>18:30</b>,"<span>키움</span><em><span class=""win"">16</span><span>vs</span><span class=""lose"">4</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190807&gameId=20190807WOLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190807&gameId=20190807WOLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R<br />PM-R,울산,-
2019,08.08(목),<b>18:30</b>,"<span>KT</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">7</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190808&gameId=20190808KTOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190808&gameId=20190808KTOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,잠실,-
2019,,<b>18:30</b>,"<span>롯데</span><em><span class=""win"">8</span><span>vs</span><span class=""lose"">0</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190808&gameId=20190808LTSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190808&gameId=20190808LTSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,T-R<br />KNN-R<br />DM-R,대구,-
2019,,<b>18:30</b>,"<span>LG</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">13</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190808&gameId=20190808LGNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190808&gameId=20190808LGNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,KNN-R<br />GM-R,창원,-
2019,,<b>18:30</b>,"<span>한화</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">5</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190808&gameId=20190808HHHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190808&gameId=20190808HHHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T<br />G-CMB,,광주,-
2019,,<b>18:30</b>,"<span>SK</span><em><span class=""win"">6</span><span>vs</span><span class=""lose"">1</span></em><span>키움</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190808&gameId=20190808SKWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190808&gameId=20190808SKWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,,고척,-
2019,08.09(금),<b>18:30</b>,"<span>KT</span><em><span class=""lose"">1</span><span>vs</span><span class=""win"">3</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190809&gameId=20190809KTOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190809&gameId=20190809KTOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,잠실,-
2019,,<b>18:30</b>,"<span>롯데</span><em><span class=""win"">6</span><span>vs</span><span class=""lose"">3</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190809&gameId=20190809LTSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190809&gameId=20190809LTSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,T-R<br />KNN-R<br />DM-R,대구,-
2019,,<b>18:30</b>,"<span>한화</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">10</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190809&gameId=20190809HHHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190809&gameId=20190809HHHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T<br />G-CMB,,광주,-
2019,,<b>18:30</b>,"<span>SK</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">5</span></em><span>키움</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190809&gameId=20190809SKWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190809&gameId=20190809SKWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,,고척,-
2019,,<b>19:00</b>,"<span>LG</span><em><span class=""win"">5</span><span>vs</span><span class=""lose"">2</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190809&gameId=20190809LGNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190809&gameId=20190809LGNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,KNN-R<br />GM-R,창원,-
2019,08.10(토),<b>18:00</b>,"<span>SK</span><em><span class=""win"">2</span><span>vs</span><span class=""lose"">0</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190810&gameId=20190810SKLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190810&gameId=20190810SKLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,잠실,-
2019,,<b>18:00</b>,"<span>KIA</span><em><span class=""win"">7</span><span>vs</span><span class=""lose"">2</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190810&gameId=20190810HTSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190810&gameId=20190810HTSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,T-R,대구,-
2019,,<b>18:00</b>,"<span>롯데</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">7</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190810&gameId=20190810LTNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190810&gameId=20190810LTNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R<br />GM-R,창원,-
2019,,<b>18:00</b>,"<span>한화</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">5</span></em><span>KT</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190810&gameId=20190810HHKT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190810&gameId=20190810HHKT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,수원,-
2019,,<b>18:00</b>,"<span>두산</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">10</span></em><span>키움</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190810&gameId=20190810OBWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190810&gameId=20190810OBWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,,고척,-
2019,08.11(일),<b>17:00</b>,"<span>SK</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">4</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190811&gameId=20190811SKLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190811&gameId=20190811SKLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,잠실,-
2019,,<b>17:00</b>,"<span>KIA</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">5</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190811&gameId=20190811HTSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190811&gameId=20190811HTSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,T-R,대구,-
2019,,<b>17:00</b>,"<span>롯데</span><em><span class=""lose"">1</span><span>vs</span><span class=""win"">9</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190811&gameId=20190811LTNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190811&gameId=20190811LTNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R<br />GM-R,창원,-
2019,,<b>17:00</b>,"<span>한화</span><em><span class=""win"">6</span><span>vs</span><span class=""lose"">4</span></em><span>KT</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190811&gameId=20190811HHKT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190811&gameId=20190811HHKT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,수원,-
2019,,<b>17:00</b>,"<span>두산</span><em><span class=""win"">12</span><span>vs</span><span class=""lose"">7</span></em><span>키움</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190811&gameId=20190811OBWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190811&gameId=20190811OBWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,,고척,-
2019,08.13(화),<b>18:30</b>,"<span>키움</span><em><span class=""lose"">7</span><span>vs</span><span class=""win"">8</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190813&gameId=20190813WOLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190813&gameId=20190813WOLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,잠실,-
2019,,<b>18:30</b>,"<span>삼성</span><em><span class=""lose"">1</span><span>vs</span><span class=""win"">4</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190813&gameId=20190813SSSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190813&gameId=20190813SSSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,T-R,문학,-
2019,,<b>18:30</b>,"<span>KT</span><em><span class=""lose"">5</span><span>vs</span><span class=""win"">6</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190813&gameId=20190813KTLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190813&gameId=20190813KTLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R<br />PM-R,사직,-
2019,,<b>18:30</b>,"<span>두산</span><em><span class=""win"">5</span><span>vs</span><span class=""lose"">2</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190813&gameId=20190813OBHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190813&gameId=20190813OBHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T<br />G-CMB,,광주,-
2019,,<b>18:30</b>,"<span>NC</span><em><span class=""win"">10</span><span>vs</span><span class=""lose"">2</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190813&gameId=20190813NCHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190813&gameId=20190813NCHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T<br />D-CMB,TJ-R<br />KNN-R<br />TM-R,대전,-
2019,08.14(수),<b>18:30</b>,"<span>키움</span><em><span class=""win"">14</span><span>vs</span><span class=""lose"">0</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190814&gameId=20190814WOLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190814&gameId=20190814WOLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,잠실,-
2019,,<b>18:30</b>,<span>삼성</span><em><span>vs</span></em><span>SK</span>,,,MS-T,T-R,문학,우천취소
2019,,<b>18:30</b>,"<span>KT</span><em><span class=""win"">6</span><span>vs</span><span class=""lose"">0</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190814&gameId=20190814KTLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190814&gameId=20190814KTLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R<br />PM-R,사직,-
2019,,<b>18:30</b>,"<span>두산</span><em><span class=""lose"">1</span><span>vs</span><span class=""win"">4</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190814&gameId=20190814OBHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190814&gameId=20190814OBHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T<br />G-CMB,,광주,-
2019,,<b>18:30</b>,"<span>NC</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">9</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190814&gameId=20190814NCHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190814&gameId=20190814NCHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T<br />D-CMB,TJ-R<br />KNN-R<br />TM-R,대전,-
2019,08.15(목),<b>17:00</b>,<span>LG</span><em><span>vs</span></em><span>두산</span>,,,SPO-T,,잠실,우천취소
2019,,<b>17:00</b>,<span>삼성</span><em><span>vs</span></em><span>KT</span>,,,SPO-2T,T-R,수원,우천취소
2019,,<b>17:00</b>,"<span>SK</span><em><span class=""win"">7</span><span>vs</span><span class=""lose"">6</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190815&gameId=20190815SKHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190815&gameId=20190815SKHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T<br />G-CMB,,광주,-
2019,,<b>17:00</b>,"<span>NC</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">4</span></em><span>키움</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190815&gameId=20190815NCWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190815&gameId=20190815NCWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R,고척,-
2019,,<b>18:00</b>,"<span>한화</span><em><span class=""lose"">5</span><span>vs</span><span class=""win"">11</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190815&gameId=20190815HHLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190815&gameId=20190815HHLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,KNN-R<br />PM-R,사직,-
2019,08.16(금),<b>18:30</b>,"<span>LG</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">7</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190816&gameId=20190816LGOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190816&gameId=20190816LGOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,잠실,-
2019,,<b>18:30</b>,"<span>한화</span><em><span class=""win"">2</span><span>vs</span><span class=""lose"">1</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190816&gameId=20190816HHLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190816&gameId=20190816HHLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,KNN-R<br />PM-R,사직,-
2019,,<b>18:30</b>,"<span>삼성</span><em><span class=""lose"">1</span><span>vs</span><span class=""win"">9</span></em><span>KT</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190816&gameId=20190816SSKT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190816&gameId=20190816SSKT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,T-R,수원,-
2019,,<b>18:30</b>,"<span>SK</span><em><span class=""lose"">0</span><span>vs</span><span class=""win"">1</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190816&gameId=20190816SKHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190816&gameId=20190816SKHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T<br />G-CMB,,광주,-
2019,,<b>18:30</b>,"<span>NC</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">6</span></em><span>키움</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190816&gameId=20190816NCWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190816&gameId=20190816NCWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R,고척,-
2019,08.17(토),<b>18:00</b>,"<span>롯데</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">9</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190817&gameId=20190817LTOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20190817&gameId=20190817LTOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,KNN-R,잠실,-
